Date,Open,High,Low,Close,Volume,EMA4,EMA9,EMA18,RSI,STOCHRSIK,STOCHRSID,MACDs,MACDh,MACD,BBUPPER,BBMIDDLE,BBLOWER,ADX
2021-09-01 09:00:00,3530.86,3585.0,3517.0,3580.56,113340.26,3524.31,3456.0,3379.9,72.0,100.0,100.0,55.0,29.0,84.0,3579.79,3317.29,3054.78,35.28
2021-09-01 13:00:00,3580.56,3790.0,3575.87,3713.11,245123.01,3599.83,3507.42,3414.98,78.0,100.0,100.0,65.0,37.0,101.0,3648.14,3341.42,3034.71,37.83
2021-09-01 17:00:00,3713.1,3842.0,3710.0,3826.82,109410.08,3690.62,3571.3,3458.33,81.0,100.0,100.0,76.0,46.0,122.0,3733.15,3372.14,3011.13,40.36
2021-09-01 21:00:00,3826.82,3836.8,3733.0,3763.31,111122.26,3719.7,3609.7,3490.43,74.0,92.0,97.0,87.0,45.0,132.0,3786.79,3399.58,3012.37,42.72
2021-09-02 01:00:00,3763.32,3770.73,3721.42,3733.41,87182.5,3725.18,3634.45,3516.01,71.0,81.0,91.0,97.0,39.0,136.0,3827.31,3424.02,3020.72,44.65
2021-09-02 05:00:00,3733.42,3767.94,3717.04,3760.62,65338.45,3739.36,3659.68,3541.76,72.0,66.0,80.0,106.0,34.0,140.0,3866.67,3449.59,3032.52,46.36
2021-09-02 09:00:00,3760.62,3833.96,3739.24,3756.31,132680.98,3746.14,3679.01,3564.34,72.0,59.0,69.0,113.0,28.0,141.0,3893.68,3477.91,3062.14,48.2
2021-09-02 13:00:00,3756.31,3808.3,3755.0,3783.89,69091.66,3761.24,3699.98,3587.45,73.0,57.0,61.0,119.0,24.0,142.0,3919.58,3506.66,3093.75,49.9
2021-09-02 17:00:00,3783.9,3830.74,3777.0,3785.82,59749.95,3771.07,3717.15,3608.33,73.0,57.0,57.0,123.0,19.0,142.0,3938.51,3535.16,3131.81,51.58
2021-09-02 21:00:00,3785.82,3818.32,3705.05,3806.83,98307.89,3785.37,3735.09,3629.23,74.0,58.0,57.0,127.0,15.0,142.0,3956.15,3563.21,3170.28,51.52
2021-09-03 01:00:00,3806.83,3826.67,3778.89,3797.92,69447.26,3790.39,3747.65,3646.98,73.0,55.0,57.0,129.0,10.0,139.0,3976.89,3584.96,3193.04,51.53
2021-09-03 05:00:00,3797.93,3981.12,3788.98,3953.48,205980.23,3855.63,3788.82,3679.25,79.0,64.0,59.0,133.0,15.0,148.0,4007.6,3619.43,3231.26,52.36
2021-09-03 09:00:00,3953.5,4027.88,3925.0,3968.8,152671.61,3900.9,3824.81,3709.73,80.0,75.0,65.0,137.0,17.0,154.0,4030.18,3654.24,3278.3,53.33
2021-09-03 13:00:00,3968.67,3984.82,3925.0,3943.85,58389.28,3918.08,3848.62,3734.37,77.0,78.0,72.0,141.0,15.0,156.0,4052.93,3682.13,3311.33,54.24
2021-09-03 17:00:00,3943.84,3944.43,3867.16,3938.11,71107.49,3926.09,3866.52,3755.82,76.0,67.0,73.0,144.0,11.0,155.0,4074.46,3706.33,3338.2,53.95
2021-09-03 21:00:00,3938.11,3970.0,3903.12,3917.76,59456.25,3922.76,3876.77,3772.86,73.0,43.0,63.0,145.0,5.0,150.0,4080.92,3731.62,3382.33,53.84
2021-09-04 01:00:00,3917.76,3937.4,3892.52,3916.75,40897.77,3920.36,3884.76,3788.01,73.0,31.0,47.0,145.0,-0.0,145.0,4082.76,3755.55,3428.34,53.53
2021-09-04 05:00:00,3916.75,3953.29,3885.0,3886.89,71773.12,3906.97,3885.19,3798.42,69.0,14.0,29.0,143.0,-6.0,137.0,4074.27,3777.34,3480.42,53.34
2021-09-04 09:00:00,3886.83,3927.3,3878.41,3917.72,61042.5,3911.27,3891.7,3810.98,70.0,10.0,18.0,141.0,-10.0,132.0,4061.65,3799.99,3538.34,53.04
2021-09-04 13:00:00,3917.72,3924.78,3832.5,3858.41,91323.79,3890.13,3885.04,3815.97,62.0,3.0,9.0,137.0,-16.0,121.0,4046.01,3816.26,3586.5,51.8
2021-09-04 17:00:00,3858.41,3900.29,3851.97,3885.52,39984.69,3888.28,3885.13,3823.29,64.0,7.0,7.0,132.0,-19.0,114.0,4025.65,3833.14,3640.63,50.65
2021-09-04 21:00:00,3885.61,3913.54,3844.25,3845.0,48924.6,3870.97,3877.11,3825.58,59.0,4.0,4.0,127.0,-23.0,103.0,4001.62,3845.73,3689.84,49.72
2021-09-05 01:00:00,3845.01,3888.92,3830.0,3870.71,41717.66,3870.87,3875.83,3830.33,61.0,7.0,6.0,120.0,-24.0,96.0,3997.61,3853.23,3708.86,48.53
2021-09-05 05:00:00,3870.63,3955.18,3860.83,3924.56,81508.5,3892.34,3885.57,3840.25,65.0,13.0,8.0,115.0,-22.0,94.0,4004.84,3857.89,3710.94,48.1
2021-09-05 09:00:00,3924.56,3953.18,3900.0,3907.68,65130.02,3898.48,3890.0,3847.34,63.0,19.0,13.0,110.0,-21.0,89.0,4006.79,3864.76,3722.73,47.7
2021-09-05 13:00:00,3907.69,3950.0,3900.0,3928.47,49129.09,3910.47,3897.69,3855.88,65.0,25.0,19.0,105.0,-19.0,86.0,4005.64,3874.05,3742.47,47.32
2021-09-05 17:00:00,3928.54,3980.0,3918.69,3950.29,79350.0,3926.4,3908.21,3865.82,66.0,29.0,24.0,101.0,-16.0,85.0,4008.16,3883.08,3758.01,47.28
2021-09-05 21:00:00,3950.28,3961.94,3900.0,3904.98,61119.18,3917.83,3907.56,3869.94,60.0,24.0,26.0,97.0,-17.0,79.0,4001.85,3890.16,3778.48,46.74
2021-09-06 01:00:00,3904.97,3953.29,3897.22,3943.76,67418.49,3928.2,3914.8,3877.71,63.0,24.0,26.0,93.0,-16.0,77.0,4000.92,3897.78,3794.64,46.17
2021-09-06 05:00:00,3943.77,3970.0,3900.0,3904.77,73912.6,3918.83,3912.8,3880.56,58.0,11.0,20.0,89.0,-17.0,71.0,3993.61,3903.44,3813.27,45.85
2021-09-06 09:00:00,3904.99,3945.0,3864.3,3924.98,93396.47,3921.29,3915.23,3885.24,60.0,15.0,17.0,84.0,-17.0,68.0,3988.54,3909.07,3829.6,44.57
2021-09-06 13:00:00,3924.98,3959.76,3912.04,3937.8,48403.61,3927.89,3919.75,3890.77,61.0,14.0,13.0,80.0,-16.0,65.0,3978.51,3915.73,3852.94,43.6
2021-09-06 17:00:00,3937.8,3969.0,3919.0,3926.77,53518.23,3927.44,3921.15,3894.56,60.0,22.0,17.0,77.0,-15.0,61.0,3975.18,3914.46,3853.73,42.83
2021-09-06 21:00:00,3926.67,3947.15,3888.41,3913.67,69522.17,3921.93,3919.66,3896.57,58.0,17.0,18.0,73.0,-16.0,57.0,3967.48,3911.83,3856.18,41.29
2021-09-07 01:00:00,3913.67,3936.0,3878.37,3883.85,70996.78,3906.7,3912.49,3895.23,54.0,8.0,16.0,68.0,-18.0,50.0,3963.91,3908.97,3854.03,39.6
2021-09-07 05:00:00,3883.85,3883.85,3666.0,3749.18,225796.48,3843.69,3879.83,3879.86,40.0,-0.0,8.0,61.0,-28.0,33.0,3985.98,3899.98,3813.97,38.92
2021-09-07 09:00:00,3749.21,3774.98,3005.0,3452.7,467836.63,3687.3,3794.41,3834.89,25.0,-0.0,3.0,48.0,-52.0,-4.0,4086.35,3877.83,3669.31,41.16
2021-09-07 13:00:00,3453.89,3576.0,3340.01,3411.9,250466.65,3577.14,3717.9,3790.37,23.0,-0.0,-0.0,31.0,-67.0,-36.0,4140.55,3853.79,3567.03,43.25
2021-09-07 17:00:00,3411.9,3460.0,3316.97,3434.57,118917.29,3520.11,3661.24,3752.92,26.0,2.0,1.0,13.0,-72.0,-59.0,4169.36,3832.25,3495.14,45.23
2021-09-07 21:00:00,3434.84,3541.64,3377.08,3430.32,117513.75,3484.19,3615.05,3718.96,26.0,5.0,2.0,-5.0,-72.0,-76.0,4184.37,3809.04,3433.72,46.1
2021-09-08 01:00:00,3430.12,3482.27,3246.92,3258.22,175107.81,3393.8,3543.69,3670.46,20.0,5.0,4.0,-24.0,-79.0,-103.0,4221.97,3780.46,3338.96,47.27
2021-09-08 05:00:00,3258.65,3455.0,3215.16,3406.26,172295.01,3398.79,3516.2,3642.65,33.0,12.0,7.0,-42.0,-69.0,-111.0,4223.92,3757.64,3291.36,48.45
2021-09-08 09:00:00,3406.26,3453.28,3352.21,3419.35,117940.37,3407.01,3496.83,3619.14,34.0,21.0,13.0,-56.0,-59.0,-115.0,4223.29,3737.37,3251.45,49.53
2021-09-08 13:00:00,3419.44,3544.61,3400.0,3523.14,99462.68,3453.46,3502.09,3609.04,42.0,39.0,24.0,-67.0,-42.0,-109.0,4211.1,3720.82,3230.54,49.46
2021-09-08 17:00:00,3523.15,3560.0,3441.45,3499.0,98292.14,3471.68,3501.47,3597.46,41.0,46.0,36.0,-74.0,-30.0,-104.0,4190.65,3700.56,3210.46,49.21
2021-09-08 21:00:00,3499.01,3522.0,3426.99,3469.88,103393.65,3470.96,3495.16,3584.03,39.0,51.0,45.0,-80.0,-22.0,-102.0,4170.04,3679.71,3189.38,49.04
2021-09-09 01:00:00,3469.87,3515.04,3454.16,3499.42,69003.6,3482.34,3496.01,3575.12,42.0,52.0,50.0,-83.0,-13.0,-96.0,4142.14,3659.28,3176.41,48.89
2021-09-09 05:00:00,3499.64,3567.06,3449.75,3479.99,116165.43,3481.4,3492.8,3565.11,41.0,56.0,53.0,-85.0,-8.0,-93.0,4107.14,3636.88,3166.62,48.07
2021-09-09 09:00:00,3480.0,3555.0,3390.4,3523.75,184263.73,3498.34,3498.99,3560.75,44.0,73.0,60.0,-85.0,-0.0,-85.0,4075.42,3618.73,3162.03,47.64
2021-09-09 13:00:00,3523.76,3558.0,3450.64,3463.68,92385.35,3484.48,3491.93,3550.54,40.0,82.0,70.0,-85.0,1.0,-83.0,4032.83,3595.87,3158.9,47.19
2021-09-09 17:00:00,3463.68,3479.99,3414.96,3424.93,63342.13,3460.66,3478.53,3537.31,38.0,86.0,80.0,-85.0,1.0,-84.0,3992.82,3573.02,3153.21,46.99
2021-09-09 21:00:00,3424.94,3514.11,3409.38,3465.02,71295.52,3462.4,3475.83,3529.7,42.0,83.0,84.0,-84.0,4.0,-80.0,3942.2,3551.11,3160.03,46.3
2021-09-10 01:00:00,3465.02,3481.79,3392.51,3403.12,69719.67,3438.69,3461.29,3516.38,38.0,81.0,83.0,-83.0,2.0,-81.0,3880.68,3525.65,3170.63,45.78
2021-09-10 05:00:00,3402.61,3430.0,3350.5,3401.42,106686.99,3423.78,3449.31,3504.28,38.0,81.0,81.0,-83.0,2.0,-81.0,3810.2,3500.64,3191.07,45.56
2021-09-10 09:00:00,3401.41,3419.1,3208.6,3298.99,183157.39,3373.87,3419.25,3482.67,33.0,50.0,70.0,-84.0,-5.0,-89.0,3731.47,3471.37,3211.26,46.12
2021-09-10 13:00:00,3299.0,3344.24,3280.63,3311.26,63246.46,3348.82,3397.65,3464.63,34.0,28.0,53.0,-86.0,-7.0,-92.0,3636.86,3444.1,3251.34,46.63
2021-09-10 17:00:00,3311.25,3330.34,3150.0,3208.86,138920.23,3292.84,3359.89,3437.7,29.0,3.0,27.0,-89.0,-13.0,-102.0,3583.66,3418.37,3253.08,47.66
2021-09-10 21:00:00,3208.85,3296.69,3200.0,3241.63,85094.05,3272.35,3336.24,3417.06,33.0,12.0,14.0,-92.0,-14.0,-106.0,3588.99,3408.32,3227.65,48.61
2021-09-11 01:00:00,3241.63,3285.22,3218.49,3248.03,63369.23,3262.62,3318.6,3399.27,33.0,18.0,11.0,-96.0,-12.0,-108.0,3593.62,3400.52,3207.41,49.49
2021-09-11 05:00:00,3248.07,3317.82,3218.6,3293.12,86022.1,3274.82,3313.5,3388.1,38.0,38.0,22.0,-97.0,-7.0,-104.0,3591.48,3393.78,3196.08,49.75
2021-09-11 09:00:00,3293.14,3348.37,3283.02,3311.0,71307.77,3289.29,3313.0,3379.98,39.0,51.0,36.0,-98.0,-1.0,-99.0,3588.11,3388.1,3188.08,49.48
2021-09-11 13:00:00,3311.0,3342.67,3283.0,3298.35,58157.42,3292.92,3310.07,3371.39,39.0,64.0,51.0,-97.0,3.0,-94.0,3585.75,3390.01,3194.27,49.23
2021-09-11 17:00:00,3298.35,3308.87,3242.93,3267.21,49573.61,3282.63,3301.5,3360.42,37.0,65.0,60.0,-96.0,4.0,-92.0,3585.77,3383.39,3181.0,49.25
2021-09-11 21:00:00,3267.1,3329.66,3231.1,3327.54,64335.61,3300.6,3306.71,3356.96,43.0,76.0,68.0,-94.0,9.0,-85.0,3582.07,3379.02,3175.96,48.89
2021-09-12 01:00:00,3327.54,3339.95,3292.38,3320.98,46765.41,3308.75,3309.56,3353.17,42.0,85.0,75.0,-91.0,12.0,-79.0,3563.16,3369.39,3175.62,48.36
2021-09-12 05:00:00,3320.99,3453.0,3315.36,3438.06,98020.29,3360.47,3335.26,3362.11,53.0,98.0,86.0,-85.0,22.0,-63.0,3554.13,3366.49,3178.84,46.04
2021-09-12 09:00:00,3438.05,3474.16,3392.25,3416.55,71405.16,3382.9,3351.52,3367.84,51.0,95.0,92.0,-79.0,26.0,-52.0,3547.32,3363.95,3180.58,43.58
2021-09-12 13:00:00,3416.55,3440.65,3377.37,3406.59,39754.28,3392.38,3362.53,3371.92,50.0,93.0,95.0,-72.0,28.0,-44.0,3533.88,3359.53,3185.18,41.47
2021-09-12 17:00:00,3406.59,3448.0,3303.24,3404.21,88578.22,3397.11,3370.87,3375.32,50.0,89.0,92.0,-65.0,28.0,-37.0,3523.14,3355.92,3188.7,40.26
2021-09-12 21:00:00,3404.3,3430.3,3252.45,3257.7,91075.76,3341.35,3348.23,3362.94,39.0,72.0,85.0,-61.0,17.0,-43.0,3497.5,3343.25,3189.0,39.59
2021-09-13 01:00:00,3257.7,3296.82,3175.62,3203.57,108055.35,3286.24,3319.3,3346.16,36.0,48.0,70.0,-59.0,7.0,-52.0,3486.21,3330.86,3175.52,39.55
2021-09-13 05:00:00,3203.56,3256.0,3166.86,3251.24,93753.16,3272.24,3305.69,3336.17,40.0,31.0,50.0,-58.0,4.0,-54.0,3475.5,3322.59,3169.68,39.57
2021-09-13 09:00:00,3251.24,3388.22,3108.49,3202.62,231443.4,3244.39,3285.08,3322.11,37.0,19.0,32.0,-58.0,-1.0,-59.0,3457.18,3310.1,3163.01,37.7
2021-09-13 13:00:00,3202.63,3261.45,3184.26,3253.69,61092.15,3248.11,3278.8,3314.91,42.0,25.0,25.0,-58.0,-0.0,-58.0,3445.77,3302.98,3160.19,35.96
2021-09-13 17:00:00,3253.7,3310.14,3253.69,3285.35,62435.9,3263.01,3280.11,3311.8,45.0,31.0,25.0,-57.0,3.0,-54.0,3433.4,3297.45,3161.51,33.74
2021-09-13 21:00:00,3285.09,3338.53,3269.95,3291.33,53076.84,3274.34,3282.35,3309.64,45.0,47.0,35.0,-56.0,6.0,-50.0,3433.06,3297.09,3161.12,31.34
2021-09-14 01:00:00,3291.33,3336.17,3271.91,3311.86,46739.83,3289.35,3288.25,3309.88,47.0,57.0,45.0,-54.0,9.0,-45.0,3433.1,3297.12,3161.14,29.12
2021-09-14 05:00:00,3312.16,3363.01,3310.26,3330.01,58713.94,3305.61,3296.61,3312.0,49.0,65.0,56.0,-51.0,12.0,-39.0,3433.58,3302.89,3172.2,27.36
2021-09-14 09:00:00,3329.97,3407.99,3292.03,3388.34,101501.49,3338.7,3314.95,3320.03,54.0,80.0,67.0,-46.0,18.0,-29.0,3442.39,3309.87,3177.36,26.26
2021-09-14 13:00:00,3388.55,3401.8,3340.47,3350.11,49414.32,3343.27,3321.98,3323.2,50.0,85.0,77.0,-42.0,18.0,-23.0,3445.29,3314.73,3184.18,25.25
2021-09-14 17:00:00,3350.11,3437.05,3330.04,3434.37,64188.49,3379.71,3344.46,3334.9,57.0,93.0,86.0,-36.0,23.0,-13.0,3461.11,3321.46,3181.81,24.72
2021-09-14 21:00:00,3434.37,3450.0,3386.0,3396.19,61674.49,3386.3,3354.81,3341.35,54.0,88.0,88.0,-30.0,23.0,-7.0,3468.62,3325.52,3182.41,24.38
2021-09-15 01:00:00,3396.19,3410.1,3357.78,3404.19,50730.73,3393.46,3364.68,3347.97,54.0,90.0,90.0,-24.0,23.0,-2.0,3476.9,3330.56,3184.22,23.58
2021-09-15 05:00:00,3404.0,3435.82,3379.56,3410.76,57235.17,3400.38,3373.9,3354.58,55.0,87.0,89.0,-19.0,22.0,3.0,3484.67,3337.39,3190.12,23.16
2021-09-15 09:00:00,3411.22,3510.0,3396.53,3498.14,106306.46,3439.48,3398.75,3369.69,61.0,92.0,90.0,-12.0,26.0,13.0,3507.78,3345.52,3183.25,23.6
2021-09-15 13:00:00,3498.07,3555.0,3495.45,3534.46,81688.35,3477.47,3425.89,3387.03,64.0,97.0,92.0,-5.0,30.0,24.0,3536.24,3355.68,3175.13,24.43
2021-09-15 17:00:00,3534.47,3616.16,3534.47,3613.55,70872.32,3531.9,3463.42,3410.88,68.0,100.0,96.0,4.0,35.0,39.0,3573.07,3364.04,3155.01,25.71
2021-09-15 21:00:00,3613.55,3621.02,3524.76,3542.91,76280.94,3536.31,3479.32,3424.77,61.0,90.0,96.0,12.0,33.0,45.0,3591.68,3370.06,3148.43,26.71
2021-09-16 01:00:00,3542.92,3676.28,3538.6,3634.08,90911.91,3575.42,3510.27,3446.81,66.0,87.0,92.0,21.0,35.0,56.0,3629.23,3380.89,3132.55,28.07
2021-09-16 05:00:00,3634.09,3637.0,3568.0,3619.29,62143.34,3592.97,3532.08,3464.96,65.0,82.0,86.0,29.0,33.0,62.0,3659.41,3391.13,3122.85,29.34
2021-09-16 09:00:00,3619.29,3644.48,3535.32,3618.2,105753.93,3603.06,3549.3,3481.09,64.0,85.0,85.0,37.0,30.0,67.0,3686.19,3408.3,3130.4,29.84
2021-09-16 13:00:00,3618.09,3635.0,3540.0,3562.9,58854.44,3587.0,3552.02,3489.7,59.0,72.0,80.0,42.0,23.0,65.0,3694.9,3425.41,3155.92,30.31
2021-09-16 17:00:00,3562.9,3581.77,3481.14,3567.98,74040.94,3579.39,3555.21,3497.94,59.0,60.0,72.0,47.0,17.0,64.0,3704.7,3440.49,3176.28,29.57
2021-09-16 21:00:00,3567.97,3594.17,3527.26,3563.03,44799.2,3572.85,3556.78,3504.8,59.0,45.0,59.0,49.0,12.0,61.0,3704.05,3457.65,3211.26,29.05
2021-09-17 01:00:00,3563.04,3585.0,3513.27,3520.13,56106.94,3551.76,3549.45,3506.41,54.0,29.0,44.0,51.0,5.0,55.0,3700.32,3470.34,3240.37,28.28
2021-09-17 05:00:00,3520.35,3542.58,3424.76,3449.03,91694.07,3510.67,3529.36,3500.37,48.0,12.0,29.0,49.0,-5.0,44.0,3693.11,3478.14,3263.16,26.43
2021-09-17 09:00:00,3449.03,3479.87,3404.0,3450.78,71641.3,3486.71,3513.65,3495.15,48.0,-0.0,13.0,47.0,-11.0,35.0,3684.42,3485.73,3287.04,25.0
2021-09-17 13:00:00,3451.0,3470.61,3360.06,3424.05,82331.4,3461.65,3495.73,3487.67,45.0,-0.0,4.0,42.0,-17.0,26.0,3676.36,3491.07,3305.79,24.26
2021-09-17 17:00:00,3423.94,3427.23,3350.07,3399.81,52315.45,3436.91,3476.54,3478.42,43.0,-0.0,-0.0,37.0,-21.0,16.0,3670.27,3494.4,3318.52,23.7
2021-09-17 21:00:00,3399.89,3453.61,3368.88,3451.42,46883.96,3442.72,3471.52,3475.58,49.0,8.0,3.0,32.0,-20.0,12.0,3668.0,3497.4,3326.8,22.72
2021-09-18 01:00:00,3451.36,3524.0,3447.34,3503.01,65447.35,3466.83,3477.82,3478.46,54.0,24.0,11.0,28.0,-15.0,13.0,3662.05,3504.68,3347.31,21.48
