,Date,Open,High,Low,Close,Volume,EMA4,EMA9,EMA18,RSI,STOCHRSIK,STOCHRSID,MACDs,MACDh,MACD,BBUPPER,BBMIDDLE,BBLOWER,ADX
2021-08-21 21:00:00,3223.36,3272.0,3126.42,3238.0,406479.08,,,,,,,,,,,,,
2021-08-22 21:00:00,3238.0,3377.89,3230.02,3321.28,602103.45,,,,,,,,,,,,,
2021-08-23 21:00:00,3321.28,3357.85,3147.31,3170.62,540480.08,,,,,,,,,,,,,
2021-08-24 21:00:00,3170.63,3248.0,3080.0,3226.87,483697.69,3239.19,,,,,,,,,,,,
2021-08-25 21:00:00,3226.88,3250.0,3053.3,3093.2,442298.47,3180.8,,,,,,,,,,,,
2021-08-26 21:00:00,3093.06,3280.0,3060.18,3273.45,451027.81,3217.86,,,,,,,,,,,,
2021-08-27 21:00:00,3273.89,3287.0,3210.31,3244.48,262360.35,3228.51,,,,,,,,,,,,
2021-08-28 21:00:00,3244.75,3285.0,3152.34,3223.47,335806.78,3226.49,,,,,,,,,,,,
2021-08-29 21:00:00,3223.47,3347.95,3143.0,3229.64,625347.28,3227.75,3224.56,,,,,,,,,,,
2021-08-30 21:00:00,3229.14,3476.0,3188.77,3429.2,863071.13,3308.33,3265.49,,,,,,,,,,,
2021-08-31 21:00:00,3429.19,3842.0,3382.22,3826.82,845759.96,3515.73,3377.75,,,,,,,,,,,
2021-09-01 21:00:00,3826.82,3836.8,3717.04,3785.82,525165.8,3623.76,3459.37,,,,,,,,,,,
2021-09-02 21:00:00,3785.82,4027.88,3705.05,3938.11,655903.76,3749.5,3555.11,,,,,,,,,,,
2021-09-03 21:00:00,3938.11,3970.0,3832.5,3885.52,364478.12,3803.91,3621.2,,,,,,,,,,,
2021-09-04 21:00:00,3885.61,3980.0,3830.0,3950.29,365759.86,3862.46,3687.01,,73.0,,,,,,,,,
2021-09-05 21:00:00,3950.28,3970.0,3864.3,3926.77,397768.58,3888.18,3734.97,,72.0,,,,,,,,,
2021-09-06 21:00:00,3926.67,3947.15,3005.0,3434.57,1203536.0,3706.74,3674.89,,53.0,,,,,,,,,
2021-09-07 21:00:00,3434.84,3560.0,3215.16,3499.0,780611.77,3623.64,3639.71,3483.17,54.0,,,,,,,,,
2021-09-08 21:00:00,3499.01,3567.06,3390.4,3424.93,628553.88,3544.16,3596.75,3477.04,52.0,,,,,,,,,
2021-09-09 21:00:00,3424.94,3514.11,3150.0,3208.86,633026.27,3410.04,3519.17,3448.81,46.0,,,,,,,,,
2021-09-10 21:00:00,3208.85,3348.37,3200.0,3267.21,413524.18,3352.91,3468.78,3429.7,48.0,,,,,,4033.49,3457.05,2880.62,
2021-09-11 21:00:00,3267.1,3474.16,3231.1,3404.21,408858.96,3373.43,3455.87,3427.01,52.0,,,,,,4033.67,3464.97,2896.27,
2021-09-12 21:00:00,3404.3,3430.3,3108.49,3285.35,647855.72,3338.2,3421.76,3412.1,48.0,,,,,,4033.89,3463.26,2892.63,
2021-09-13 21:00:00,3285.09,3437.05,3269.95,3434.37,373634.9,3376.67,3424.29,3414.45,53.0,,,,,,4031.55,3475.82,2920.09,
2021-09-14 21:00:00,3434.37,3616.16,3357.78,3613.55,428507.53,3471.42,3462.14,3435.4,57.0,,,,,,4041.3,3494.23,2947.16,
2021-09-15 21:00:00,3613.55,3676.28,3481.14,3567.98,467985.49,3510.04,3483.31,3449.36,56.0,,,,,,4034.18,3516.84,2999.49,
2021-09-16 21:00:00,3567.97,3594.17,3350.07,3399.81,398888.37,3465.95,3466.61,3444.14,51.0,,,,,,4031.61,3522.86,3014.1,
2021-09-17 21:00:00,3399.89,3541.96,3368.88,3435.64,315162.76,3453.83,3460.41,3443.25,52.0,,,,,,4027.12,3531.96,3036.8,24.71
2021-09-18 21:00:00,3435.64,3456.53,3277.74,3328.62,312948.0,3403.74,3434.06,3431.18,48.0,,,,,,4021.56,3536.97,3052.37,24.35
2021-09-19 21:00:00,3328.57,3347.82,2913.39,2977.28,917939.58,3233.16,3342.7,3383.4,39.0,,,,,,4050.24,3524.95,2999.66,25.28
2021-09-20 21:00:00,2977.32,3105.83,2652.0,2765.9,971519.89,3046.25,3227.34,3318.4,35.0,,,,,,4109.75,3493.36,2876.97,26.78
2021-09-21 21:00:00,2766.72,3088.88,2737.54,3076.92,677457.65,3058.52,3197.26,3292.98,45.0,15.0,9.0,,,,4079.5,3457.65,2835.81,28.19
2021-09-22 21:00:00,3076.92,3174.5,3033.85,3152.5,459293.89,3096.11,3188.3,3278.2,47.0,33.0,17.0,,,,4044.16,3427.49,2810.83,28.94
2021-09-23 21:00:00,3152.41,3158.52,2733.0,2928.53,932090.89,3029.08,3136.35,3241.39,42.0,44.0,31.0,-29.0,-76.0,-105.0,3986.7,3379.42,2772.14,30.36
2021-09-24 21:00:00,2928.22,2967.52,2801.57,2921.73,491974.02,2986.14,3093.43,3207.74,42.0,39.0,39.0,-47.0,-72.0,-119.0,3926.38,3333.52,2740.67,31.69
2021-09-25 21:00:00,2921.84,3115.51,2738.17,3059.37,703594.48,3015.43,3086.61,3192.12,46.0,38.0,40.0,-61.0,-56.0,-118.0,3826.02,3291.1,2756.18,32.0
2021-09-26 21:00:00,3059.36,3164.94,2922.71,2925.59,510130.73,2979.5,3054.41,3164.07,43.0,39.0,39.0,-74.0,-51.0,-126.0,3718.32,3243.42,2768.53,32.0
2021-09-27 21:00:00,2924.76,2970.82,2789.0,2804.91,511325.46,2909.66,3004.51,3126.26,40.0,36.0,38.0,-87.0,-53.0,-140.0,3715.04,3213.44,2711.84,32.39
2021-09-28 21:00:00,2805.15,2950.0,2782.0,2850.45,411305.09,2885.98,2973.7,3097.23,41.0,29.0,35.0,-99.0,-47.0,-146.0,3689.85,3182.56,2675.26,32.77
2021-09-29 21:00:00,2850.45,3048.42,2837.19,3000.61,506896.76,2931.83,2979.08,3087.06,46.0,39.0,35.0,-107.0,-31.0,-137.0,3663.18,3162.35,2661.52,32.49
2021-09-30 21:00:00,3000.62,3330.0,2969.07,3309.91,648714.62,3083.06,3045.25,3110.52,54.0,64.0,44.0,-106.0,2.0,-104.0,3671.62,3167.16,2662.71,30.72
2021-10-01 21:00:00,3309.91,3469.0,3257.0,3387.76,422551.18,3204.94,3113.75,3139.7,56.0,88.0,64.0,-99.0,28.0,-71.0,3684.48,3172.9,2661.33,28.6
2021-10-02 21:00:00,3387.77,3488.0,3342.51,3417.73,360586.89,3290.06,3174.55,3168.97,57.0,100.0,84.0,-88.0,46.0,-42.0,3686.32,3173.55,2660.78,26.7
2021-10-03 21:00:00,3417.73,3437.19,3270.0,3386.31,485204.64,3328.56,3216.9,3191.84,56.0,98.0,96.0,-74.0,54.0,-21.0,3697.08,3178.36,2659.63,24.98
2021-10-04 21:00:00,3386.31,3545.0,3363.78,3515.27,393900.88,3403.24,3276.57,3225.89,59.0,98.0,99.0,-58.0,65.0,6.0,3709.61,3182.21,2654.8,23.51
2021-10-05 21:00:00,3515.48,3632.11,3342.0,3574.89,618265.54,3471.9,3336.24,3262.63,60.0,98.0,98.0,-40.0,72.0,32.0,3701.98,3180.37,2658.76,22.54
2021-10-06 21:00:00,3574.88,3653.98,3470.8,3587.47,486102.36,3518.13,3386.48,3296.82,61.0,100.0,99.0,-21.0,74.0,53.0,3705.72,3181.3,2656.87,21.72
2021-10-07 21:00:00,3587.47,3695.0,3532.0,3563.13,403597.14,3536.13,3421.81,3324.85,60.0,98.0,99.0,-4.0,71.0,67.0,3730.79,3189.07,2647.36,21.16
2021-10-08 21:00:00,3563.13,3635.0,3538.07,3574.82,361906.75,3551.61,3452.41,3351.16,60.0,97.0,98.0,13.0,65.0,78.0,3752.52,3195.7,2638.88,20.63
2021-10-09 21:00:00,3574.83,3604.0,3405.0,3414.22,580223.63,3496.65,3444.78,3357.8,53.0,84.0,93.0,25.0,48.0,73.0,3761.65,3199.78,2637.9,19.33
2021-10-10 21:00:00,3414.22,3623.8,3371.0,3542.12,493521.88,3514.84,3464.24,3377.2,57.0,79.0,87.0,35.0,43.0,78.0,3797.38,3226.67,2655.97,17.97
2021-10-11 21:00:00,3542.12,3547.11,3403.21,3491.46,409377.19,3505.49,3469.69,3389.23,55.0,71.0,78.0,44.0,34.0,77.0,3803.3,3261.22,2719.15,16.7
2021-10-12 21:00:00,3491.43,3613.0,3412.7,3607.42,393463.12,3546.26,3497.23,3412.2,59.0,79.0,77.0,52.0,33.0,85.0,3841.15,3286.49,2731.82,15.9
2021-10-13 21:00:00,3607.41,3824.0,3586.04,3790.82,481894.15,3644.08,3555.95,3452.05,64.0,86.0,79.0,63.0,42.0,105.0,3907.63,3316.88,2726.13,16.25
2021-10-14 21:00:00,3790.82,3907.77,3734.1,3868.99,504321.73,3734.05,3618.56,3495.94,66.0,96.0,87.0,75.0,50.0,125.0,3970.19,3361.67,2753.14,16.94
2021-10-15 21:00:00,3868.38,3971.0,3803.56,3829.96,373727.85,3772.41,3660.84,3531.1,64.0,95.0,92.0,88.0,49.0,137.0,4011.32,3404.91,2798.51,17.85
2021-10-16 21:00:00,3829.96,3919.19,3640.0,3846.85,368898.98,3802.19,3698.04,3564.34,64.0,90.0,93.0,99.0,47.0,146.0,4056.06,3442.41,2828.77,17.56
2021-10-17 21:00:00,3847.0,3893.14,3676.0,3744.96,401819.97,3779.3,3707.42,3583.35,60.0,74.0,86.0,108.0,35.0,143.0,4061.97,3481.43,2900.89,17.29
2021-10-18 21:00:00,3744.96,3886.89,3732.0,3877.03,341268.37,3818.39,3741.35,3614.26,63.0,72.0,79.0,116.0,33.0,150.0,4051.36,3532.48,3013.61,17.04
2021-10-19 21:00:00,3876.98,4169.0,3828.05,4161.15,537383.1,3955.49,3825.31,3671.83,70.0,77.0,74.0,128.0,48.0,176.0,4085.13,3594.9,3104.67,18.09
2021-10-20 21:00:00,4161.37,4375.0,4013.13,4052.99,798566.56,3994.49,3870.84,3711.95,65.0,83.0,77.0,140.0,46.0,186.0,4095.54,3645.01,3194.48,19.76
2021-10-21 21:00:00,4053.0,4167.41,3888.0,3972.2,463222.54,3985.58,3891.11,3739.35,62.0,75.0,78.0,149.0,36.0,185.0,4121.52,3676.55,3231.58,20.46
2021-10-22 21:00:00,3972.19,4172.0,3937.51,4167.12,326576.96,4058.19,3946.32,3784.38,66.0,67.0,75.0,159.0,39.0,198.0,4185.3,3713.66,3242.02,21.12
2021-10-23 21:00:00,4167.13,4186.57,3961.5,4082.33,350115.84,4067.85,3973.52,3815.74,63.0,61.0,67.0,167.0,32.0,199.0,4222.43,3745.31,3268.19,21.79
2021-10-24 21:00:00,4082.33,4236.0,4067.71,4220.37,347438.65,4128.86,4022.89,3858.33,66.0,68.0,65.0,175.0,33.0,208.0,4274.69,3785.03,3295.36,22.61
